,Max,Avg,Min,Max.1,Avg.1,Min.1,Max.2,Avg.2,Min.2,Max.3,Avg.3,Min.3,Max.4,Avg.4,Min.4,Total,THISVI
2019-09-07,82,76.6,70,55,51.1,43,57,40.9,31,24,24,24,29.7,29.6,29.6,0.0,9350944.0
2019-09-08,84,76.6,66,57,49.5,41,49,39.0,27,21,21,21,29.7,29.6,29.6,0.0,2098.0
2019-09-09,82,75.3,66,59,54.9,50,61,49.8,37,28,28,28,29.7,29.6,29.6,0.0,8999931.0
2019-09-10,84,73.7,59,61,53.1,48,68,49.8,37,22,22,22,29.6,29.6,29.6,0.0,9229615.0
2019-09-11,82,76.4,72,59,55.9,52,57,49.1,39,24,24,24,29.8,29.7,29.6,0.0,8043185.0
2019-09-12,82,76.8,73,57,53.9,48,53,45.0,30,25,25,25,29.8,29.8,29.7,0.0,8730515.0
2019-09-13,82,77.2,73,59,52.5,46,61,42.7,30,37,37,37,29.8,29.7,29.7,0.0,8803286.0
2019-09-14,84,77.5,73,52,43.4,37,44,30.5,20,35,35,35,29.8,29.7,29.7,0.0,8640103.0
2019-09-15,82,77.2,73,55,48.2,41,50,36.3,28,30,30,30,29.8,29.8,29.7,0.0,9411622.0
2019-09-16,82,74.9,66,55,50.9,46,64,43.7,32,20,20,20,29.8,29.7,29.6,0.0,12178247.0
2019-09-17,86,74.2,61,64,52.3,46,73,49.5,25,9,9,9,29.7,29.6,29.6,0.0,9746343.0
2019-09-18,88,75.1,63,63,55.9,50,73,53.2,29,16,16,16,29.6,29.6,29.6,0.0,9103830.0
2019-09-19,82,71.5,59,64,60.2,54,88,69.1,45,14,14,14,29.7,29.6,29.6,0.0,5574740.0
2019-09-20,79,69.4,63,64,59.3,54,88,70.6,47,29,29,29,29.8,29.7,29.6,0.0,11783639.0
2019-09-21,73,68.6,66,54,44.5,34,64,43.4,27,29,29,29,29.9,29.9,29.8,0.0,9186543.0
2019-09-22,75,67.0,57,52,48.0,41,72,51.3,33,20,20,20,29.9,29.8,29.8,0.0,8498405.0
2019-09-23,81,67.2,50,61,53.1,45,82,62.9,39,15,15,15,29.8,29.7,29.6,0.0,10339568.0
2019-09-24,77,70.5,64,66,63.0,59,94,77.7,61,12,12,12,29.6,29.5,29.4,0.0,11978715.0
2019-09-25,79,71.1,64,64,60.0,55,88,69.3,44,14,14,14,29.6,29.5,29.4,0.0,10283501.0
2019-09-26,84,72.0,59,66,60.6,54,94,70.0,35,15,15,15,29.6,29.6,29.6,0.0,9607162.0
2019-09-27,81,72.3,64,64,61.8,57,94,70.5,51,15,15,15,29.7,29.6,29.6,0.0,11961919.0
2019-09-28,82,71.0,61,59,55.4,50,88,60.8,32,15,15,15,29.8,29.7,29.7,0.0,11421039.0
2019-09-29,82,70.0,55,55,52.7,48,82,56.8,35,15,15,15,29.7,29.7,29.6,0.0,5538045.0
2019-09-30,88,73.4,59,64,57.1,52,88,59.5,33,15,15,15,29.6,29.6,29.5,0.0,10728154.0
2019-10-01,84,72.8,61,64,58.8,54,83,62.7,42,15,15,15,29.6,29.5,29.5,0.0,11629356.0
2019-10-02,84,72.5,63,64,58.8,54,88,64.3,35,14,14,14,29.6,29.5,29.5,0.0,10366052.0
2019-10-03,81,70.4,61,64,61.0,57,94,74.3,45,23,23,23,29.6,29.5,29.4,0.0,11502343.0
2019-10-04,84,73.8,66,68,63.3,59,88,70.6,48,31,31,31,29.5,29.4,29.4,0.0,11525370.0
2019-10-05,81,71.2,63,59,50.9,41,82,52.2,28,17,17,17,29.5,29.5,29.4,0.0,
2019-10-06,77,69.7,61,59,50.7,46,77,52.7,34,12,12,12,29.6,29.5,29.5,0.0,
2019-10-07,72,66.3,64,63,59.3,55,94,78.0,60,16,16,16,29.6,29.4,29.4,0.0,
2019-10-08,72,65.8,63,63,57.1,54,94,74.1,57,23,23,23,29.9,29.6,29.4,0.0,782.0
2019-10-09,73,66.4,61,55,54.5,54,82,66.3,50,15,15,15,29.9,29.9,29.8,0.0,9694340.0
2019-10-10,79,67.3,54,63,58.3,52,94,73.6,47,12,12,12,29.8,29.8,29.7,0.0,11811410.0
2019-10-11,77,70.5,64,64,63.2,61,94,77.4,61,17,17,17,29.8,29.8,29.7,0.0,12994569.0
2019-10-12,81,71.8,64,63,50.9,41,83,51.5,28,21,21,21,29.9,29.9,29.8,0.0,5780370.0
2019-10-13,79,69.8,59,59,53.9,46,88,58.0,32,21,21,21,29.9,29.8,29.8,0.0,6400380.0
2019-10-14,79,65.2,50,61,51.8,45,94,65.5,36,17,17,17,29.8,29.8,29.8,0.0,12922705.0
2019-10-15,77,65.4,52,61,54.4,46,94,70.4,34,15,15,15,29.8,29.7,29.7,0.0,12472068.0
2019-10-16,75,66.2,54,61,57.3,52,94,74.3,50,13,13,13,29.7,29.7,29.7,0.0,13000481.0
2019-10-17,75,67.2,59,61,58.4,55,94,74.8,57,9,9,9,29.8,29.7,29.7,0.0,13044895.0
2019-10-18,75,66.1,55,63,59.7,54,100,80.5,61,10,10,10,29.8,29.7,29.7,0.0,17194600.0
2019-10-19,77,66.8,57,63,60.5,55,100,80.8,61,8,8,8,29.8,29.8,29.7,0.0,11917787.0
2019-10-20,75,65.9,55,64,59.8,55,100,82.0,61,15,15,15,29.8,29.8,29.8,0.0,9450646.0
2019-10-21,81,67.5,54,57,52.8,46,100,63.3,36,17,17,17,29.8,29.8,29.8,0.0,10788906.0
2019-10-22,77,70.8,63,54,51.0,48,63,49.8,36,32,32,32,29.8,29.8,29.7,0.0,8300429.0
2019-10-23,75,69.0,64,55,51.4,45,68,53.7,34,30,30,30,29.8,29.8,29.7,0.0,9868905.0
2019-10-24,79,70.7,63,46,41.5,36,49,35.2,24,28,28,28,29.8,29.7,29.7,0.0,11751746.0
2019-10-25,75,64.8,50,57,46.1,37,73,51.9,33,21,21,21,29.8,29.7,29.7,0.0,14629928.0
2019-10-26,77,68.7,63,52,46.5,45,55,45.7,32,24,24,24,29.8,29.8,29.8,0.0,13335704.0
2019-10-27,73,66.2,55,57,51.8,45,82,60.2,46,20,20,20,29.8,29.8,29.7,0.0,14686398.0
2019-10-28,72,63.0,52,55,51.0,43,82,65.6,49,12,12,12,29.7,29.6,29.6,0.0,16644642.0
2019-10-29,73,60.5,48,55,51.9,46,100,75.5,46,10,10,10,29.7,29.7,29.6,0.0,14729428.0
2019-10-30,73,62.4,52,59,53.5,48,94,74.2,44,8,8,8,29.8,29.7,29.7,0.0,15675335.0
2019-10-31,72,61.5,52,61,57.1,52,100,86.5,64,15,15,15,29.8,29.7,29.6,0.0,13747577.0
2019-11-01,66,62.2,59,61,53.9,50,94,74.9,60,20,20,20,29.8,29.7,29.6,0.0,12987314.0
2019-11-02,66,60.4,52,52,49.7,46,82,68.3,52,17,17,17,29.8,29.7,29.7,0.0,13696158.0
2019-11-03,72,59.5,45,57,48.5,43,93,69.0,43,16,16,16,29.8,29.7,29.7,0.0,11595680.0
2019-11-04,73,67.3,61,64,59.8,55,88,76.8,69,32,32,32,29.7,29.6,29.5,0.0,12349701.0
2019-11-05,75,65.8,55,63,56.4,52,94,73.3,47,12,12,12,29.7,29.6,29.6,0.0,12904734.0
2019-11-06,73,66.7,57,61,58.4,54,88,75.8,57,16,16,16,29.6,29.6,29.6,0.0,11024237.0
2019-11-07,79,69.9,63,64,59.8,55,94,71.7,44,16,16,16,29.6,29.6,29.5,0.0,12402409.0
2019-11-08,73,67.3,59,61,57.2,52,88,70.3,57,18,18,18,29.7,29.6,29.5,0.0,13395973.0
2019-11-09,72,63.0,52,57,51.9,48,88,69.0,46,13,13,13,29.7,29.7,29.7,0.0,12495434.0
2019-11-10,72,66.6,61,61,57.5,54,83,73.2,56,22,22,22,29.7,29.6,29.6,0.0,12847081.0
2019-11-11,72,62.6,52,61,55.9,50,100,79.6,60,8,8,8,29.7,29.7,29.7,0.0,13610977.0
2019-11-12,73,67.1,61,63,59.9,57,94,78.6,57,8,8,8,29.7,29.6,29.5,0.0,11460017.0
2019-11-13,66,60.5,55,63,56.3,52,100,86.6,77,23,23,23,29.6,29.6,29.5,0.0,13254053.0
2019-11-14,72,61.4,54,55,52.4,48,88,74.1,43,12,12,12,29.6,29.5,29.5,0.0,13019931.0
2019-11-15,72,60.8,52,55,51.4,46,100,74.5,41,6,6,6,29.8,29.7,29.6,0.0,11308009.0
2019-11-16,70,58.9,48,57,52.2,46,100,79.7,53,15,15,15,29.8,29.8,29.8,0.0,15692058.0
2019-11-17,68,60.3,52,61,54.1,48,94,80.6,68,9,9,9,29.8,29.7,29.7,0.0,11931175.0
2019-11-18,72,63.4,57,59,56.1,54,100,79.6,53,8,8,8,29.8,29.8,29.7,0.0,11257507.0
2019-11-19,68,60.7,54,61,54.8,50,88,81.1,60,6,6,6,29.9,29.8,29.8,0.0,15831217.0
2019-11-20,70,61.4,52,57,55.1,50,100,80.4,64,13,13,13,29.8,29.8,29.7,0.0,15682822.0
2019-11-21,72,63.7,55,59,56.6,54,100,79.6,60,16,16,16,29.7,29.6,29.6,0.0,16317224.0
2019-11-22,68,61.1,54,57,51.1,46,94,71.2,46,10,10,10,29.7,29.6,29.6,0.0,10733280.0
2019-11-23,66,57.8,48,54,49.2,46,94,74.2,52,6,6,6,29.8,29.7,29.7,0.0,15609965.0
2019-11-24,66,58.8,50,55,52.5,48,100,80.7,64,14,14,14,29.8,29.7,29.6,0.0,9508215.0
2019-11-25,66,59.9,52,59,52.7,46,94,77.4,49,20,20,20,29.5,29.4,29.3,0.0,13074348.0
2019-11-26,64,57.7,52,55,51.8,48,94,80.7,68,14,14,14,29.5,29.4,29.4,0.0,12648742.0
2019-11-27,66,57.0,48,54,48.4,43,93,73.5,56,9,9,9,29.6,29.6,29.5,0.0,11395253.0
2019-11-28,70,60.9,52,55,51.0,48,88,71.0,49,14,14,14,29.7,29.6,29.6,0.0,9756854.0
2019-11-29,70,65.7,63,55,50.7,45,73,58.5,46,17,17,17,29.6,29.6,29.5,0.0,10471833.0
2019-11-30,70,64.3,61,52,48.5,45,72,57.1,43,18,18,18,29.7,29.6,29.6,0.0,11841388.0
2019-12-01,59,55.1,50,50,39.5,32,77,56.6,36,16,16,16,30.0,29.8,29.7,0.0,11570588.0
2019-12-02,57,51.0,45,46,40.4,36,87,67.5,51,12,12,12,30.0,29.9,29.8,0.0,13530222.0
2019-12-03,68,53.4,41,52,46.2,39,93,78.0,52,13,13,13,29.8,29.8,29.7,0.0,16005869.0
2019-12-04,55,52.3,50,52,45.4,41,88,78.1,67,25,25,25,29.9,29.8,29.7,0.0,15614760.0
2019-12-05,55,52.3,50,43,38.9,36,71,61.2,51,26,26,26,30.0,30.0,30.0,0.0,14220825.0
2019-12-06,57,50.8,45,45,38.8,34,93,63.6,50,13,13,13,30.0,30.0,29.9,0.0,15314319.0
2019-12-07,64,54.6,46,54,48.0,43,94,79.1,63,8,8,8,29.9,29.8,29.7,0.0,11471063.0
2019-12-08,64,53.5,43,48,43.6,41,100,72.3,42,13,13,13,29.8,29.7,29.7,0.0,11420339.0
2019-12-09,63,51.0,39,48,43.7,37,100,78.3,55,10,10,10,29.8,29.6,29.6,0.0,12829086.0
2019-12-10,59,54.2,48,55,51.7,46,100,91.1,82,15,15,15,29.6,29.5,29.4,0.0,11883759.0
2019-12-11,63,55.8,50,54,49.2,46,100,81.0,55,13,13,13,29.4,29.4,29.4,0.0,11118429.0
2019-12-12,55,51.4,46,50,46.8,45,100,84.8,72,9,9,9,29.4,29.4,29.4,0.0,11740519.0
2019-12-13,61,51.7,43,52,45.7,43,100,81.5,59,13,13,13,29.4,29.3,29.3,0.0,
2019-12-14,61,55.7,50,54,47.9,43,88,75.1,63,23,23,23,29.3,29.1,29.0,0.0,
2019-12-15,64,57.0,50,54,49.6,46,94,77.5,64,12,12,12,29.9,29.7,29.4,0.0,
2019-12-16,66,54.5,43,54,48.8,41,100,81.4,60,12,12,12,30.0,29.9,29.9,0.0,
2019-12-17,68,54.4,43,55,48.9,43,100,82.7,56,7,7,7,30.0,29.9,29.9,0.0,1290.0
2019-12-18,64,52.5,41,54,47.5,41,100,84.4,59,9,9,9,30.1,30.0,30.0,0.0,10117114.0
2019-12-19,64,55.3,45,55,50.2,45,100,84.0,64,9,9,9,30.1,30.0,30.0,0.0,8779513.0
2019-12-20,66,59.8,55,55,53.4,52,88,78.7,64,16,16,16,30.0,29.9,29.8,0.0,8384225.0
2019-12-21,66,59.4,54,52,50.1,45,88,72.2,52,15,15,15,29.8,29.7,29.6,0.0,12013910.0
2019-12-22,66,62.4,55,57,51.6,45,88,68.1,52,32,32,32,29.6,29.4,29.2,0.0,9209181.0
2019-12-23,63,57.8,54,50,45.7,43,77,63.9,55,17,17,17,29.2,29.1,29.1,0.0,5675052.0
2019-12-24,57,53.5,46,45,37.6,32,82,55.3,38,14,14,14,29.5,29.3,29.1,0.0,10654348.0
2019-12-25,55,51.2,43,37,31.7,28,81,48.6,38,21,21,21,29.5,29.4,29.4,0.0,
2019-12-26,55,50.1,45,39,36.8,34,76,61.3,47,21,21,21,29.7,29.6,29.5,0.0,
2019-12-27,54,48.0,39,39,35.3,30,87,62.5,41,13,13,13,29.8,29.7,29.7,0.0,12098379.0
2019-12-28,52,47.2,43,36,31.1,28,76,54.5,41,18,18,18,29.7,29.7,29.6,0.0,13199774.0
2019-12-29,48,43.5,39,37,35.8,32,93,75.0,57,32,32,32,29.7,29.7,29.6,0.0,11672287.0
2019-12-30,46,43.9,39,41,37.1,34,93,78.2,62,38,38,38,29.8,29.7,29.6,0.0,6820.0
2019-12-31,48,43.8,41,39,36.6,30,87,76.9,53,26,26,26,30.0,29.9,29.8,0.0,1901915.0
